parent_asin,title,original_description,original_features,image_url,image_variant,ai_generated_description
B0006IZG0U,Oxygen    Print Magazine,"Product Description Oxygen is designed to inform, educate and inspire women of all ages about the joys and benefits of fitness, proper nutrition, health and resistance training. It will help you acquire a sound body and clear mind to achieve an energy-filled, stress-free lifestyle and empowered self-image. Amazon.com Review Oxygen magazine is one of the leading women's health and fitness publications on the market. With a strong focus on empowering women to make healthy choices, the topics covered within its pages exude an uplifting, inspirational theme that educates and informs, even as it entertains. From exercises that target common problem areas to intense boot-camp style workouts, from tips for eliminating stress to ideas for boosting their immune systems, each issue presents readers with the tools they need to lead healthy, balanced lives.  Oxygen magazine shines a spotlight on regular women and celebrities who've made positive lifestyle changes. Its photo spreads provide aspirat",,https://m.media-amazon.com/images/I/51G2LWepg4L._AC_.jpg,MAIN,a woman in a white tank top and black shorts on the cover of a magazine
B06XPQ7SJS,The New Yorker    Print Magazine,"Product Description In 1925, Harold Ross established The New Yorker as a lighthearted, Manhattan-centric magazine—a “fifteen-cent comic paper,” he called it. Today, it is considered by many to be the most influential magazine in the world. The New Yorker stands apart for its commitment to truth and accuracy, for the quality of its prose, and for its insistence on exciting and moving every reader. Amazon.com Review For readers who demand the very best, The New Yorker delivers unparalleled reporting and commentary on politics and foreign affairs, business and technology, popular culture and the arts, along with humor, fiction, poetry, and, of course, cartoons. The creativity, influence, and impact that have characterized The New Yorker since its founding are today amplified far beyond its pages.  A subscription keeps readers in the know no matter where they find themselves, whether in the publication’s namesake city or trotting around the globe. The New Yorker ’s influence is best summar",,https://m.media-amazon.com/images/I/71m6F1UtJmL._AC_.jpg,MAIN,"the new yorker book cover with illustrations of animals, birds and other animals"
B000GAKX6K,Women and Home    Print Magazine,,,https://m.media-amazon.com/images/I/61SLnSDcKXL._AC_.jpg,MAIN,a woman in a dress on the cover of a magazine
B000071IBY,Waterways World    Print Magazine,,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,the north face men ' s chia bean bean hat
B0000CH4UU,Pastel Journal,,,https://m.media-amazon.com/images/I/61GezTyME7L._AC_.jpg,MAIN,a painting of two women sitting on a couch
B007PVXLSU,Looney Tunes    Print Magazine,Features stories as well as activity pages for juveniles.,,https://m.media-amazon.com/images/I/61+hF7E34VL._AC_.jpg,MAIN,loy tunes vol 1 the new wave
B00006KV79,Rev! (Pastoral Resource),,,https://m.media-amazon.com/images/I/51f7c2iepBL._AC_.jpg,MAIN,the cover of rev magazine with a man in striped shirt holding a microphone
B000071H6A,Orthodox Word    Print Magazine,"Presents Eastern Orthodox spirituality with special emphasis on the institution of eldership and authentic spiritual guides in the Greek, Russian, and Romanian traditions as well as explanations of the Christian faith and monastic life.",,https://m.media-amazon.com/images/I/518NW7Z2WTL._AC_.jpg,MAIN,"the orthodox word, vol 3 - funeral of the flesh"
B00006K4CI,Art of the West,,,https://m.media-amazon.com/images/I/51JfhfNNzxL._AC_.jpg,MAIN,a painting of two native men on horseback
B000J6GZQ8,Mjsa Journal,,,https://m.media-amazon.com/images/I/51S+VYHiXIL._AC_.jpg,MAIN,"the cover of msa journal, featuring two gold wedding rings"
B00005N7PG,Condé Nast Traveler    Print Magazine,,,https://m.media-amazon.com/images/I/61PYNGUxwKL._AC_.jpg,MAIN,a magazine cover with people swimming in the ocean
B078XX7DQJ,Esquire    Print Magazine,"Esquire is the original and leading men's lifestyle magazine. Esquire's award winning editorial covers everything a man needs to know each month including the latest on style and clothes, what's new in cars, culture and entertainment and advice on money matters.",,https://m.media-amazon.com/images/I/71o4u6-v-SL._AC_.jpg,MAIN,a man in a suit and tie on the cover of esq magazine
B00024CXMC,Idaho Magazine,,,https://m.media-amazon.com/images/I/51NjkTbGadL._AC_.jpg,MAIN,"the cover of idaho magazine, featuring a man in a canoe on a river"
B000089G4V,Rocky Mountain Game & Fish    Print Magazine,"A sportsman's guide to the best hunting and fishing in Colorado, Arizona, New Mexico, Utah, Nevada, Montana, Wyoming and Idaho.",,https://m.media-amazon.com/images/I/61iuciQlkBL._AC_.jpg,MAIN,a magazine cover with an elk on the cover
B0017HT5T2,World War II,,,https://m.media-amazon.com/images/I/51Cx9Kd4y0L._AC_.jpg,MAIN,"the cover of world war, featuring an image of a building"
B06X18NG77,Parents    Print Magazine,,,https://m.media-amazon.com/images/I/51KBsQW7QqL._AC_.jpg,MAIN,parents back to school for real season 3
B00006L16A,Vintage Guitar Magazine    Print Magazine,"Published since 1986, Vintage Guitar Magazine has, from its first issue, focused on rare, old, beautiful, guitars coveted by everyone from local pickers to rock stars, actors, authors, and others. Along the way, we have added features and reviews on new gear, great interviews, the latest cool new guitar-based recordings, and much more!",,https://m.media-amazon.com/images/I/51r5kwc2pgL._AC_.jpg,MAIN,a magazine with a guitar on the cover
B00007AWLH,Current Archaeology    Print Magazine,"Latest news of British archaeology, bridging the gap between the amateur and the professional.",,https://m.media-amazon.com/images/I/51G9HY8FE2L._AC_.jpg,MAIN,the archaeology magazine cover featuring an image of a cave
B0131GIVWI,Wired All Access + Free Portable Phone Charger    Print Magazine,"Product Description News of tomorrow, today. Stay informed with WIRED.  WIRED explores the ways technology is changing our lives—from culture to business, science to design. By subscribing, you’ll ensure that we can continue producing great stories for years to come. Amazon.com Review A helicopter on Mars. What to expect post-Covid. The next electrifying/terrifying leap in A.I. explained. WIRED gives you up-to-the-nanosecond coverage of how technology and the people behind it are changing the world around you. For less than $1 a month, get unlimited access to best-in-class reporting on science and technology, games and gear, and the visionaries and changemakers making it all happen. Catch up to the future on your terms with the WIRED print edition and full access to the archive of stories on wired.com. Stare the future right in the eye.",,https://m.media-amazon.com/images/I/41TOU7orJRL._AC_.jpg,MAIN,a tablet with a book cover and keychai
B07HSX3CZ3,Sound & Vision,,,https://m.media-amazon.com/images/I/61KcvVNzKSL._AC_.jpg,MAIN,sound & vision magazine cover - 11 / 1 / 2013
B072ZLXZXX,Bon Appetit    Print Magazine,"Bon Appétit focuses on what's ""now"" in the world of food, drink and entertaining. Each issue is filled with valuable cooking tips, tricks and most of all, recipes. Enjoy great menus, cozy dinners and advice from some of the best writers in food. Don't miss out — Subscribe Today!",,https://m.media-amazon.com/images/I/61doh78kPKL._AC_.jpg,MAIN,a cake sitting on top of a glass plate
B002PXVYE6,ESSENCE    Print Magazine,"ESSENCE inspires Black women of all shades and shapes to lead bold, fulfilling lives. We encourage their passions and dreams and celebrate their community. As a trusted friend, we reflect their best selves and motivate them to live without limits.",,https://m.media-amazon.com/images/I/61mm8+XXgKL._AC_.jpg,MAIN,"the cover of essence magazine, featuring a black woman in a gold jacket"
B000K0YFRO,W    Print Magazine,"Product Description Go behind the runways with W and sit front row at the world's hottest shows to get the first looks at the most fabulous fashion. In each issue of W, you'll discover fashion that is elegant, opulent, and colorful, plus people, parties, and Hollywood -- all like you've never seen them before. And with your subscription, you'll get the must-have, super-sized Spring and Fall Fashion Issues! Amazon.com Review Editorial Reviews Who Reads W ? Boasting a big, over-sized format, W informs and inspires an exclusive, sophisticated reader on fashion, style, and the art of living. With its smart features and artistic photography, W feeds both the eye and the mind. W 's readers include celebrities, couture customers, industry icons, art collectors, fashion insiders, producers and directors. What You Can Expect in Each Issue: Regular Departments include: The Month in Fashion: Round-up of the industrys news. The Month in Fashion: Round-up of the industrys news. Fast Forward: A lo",,https://m.media-amazon.com/images/I/41f1gffu66L._AC_.jpg,MAIN,a magazine cover with three women hugging each other women
B07JZ5BM6W,Digital Photo    Print Magazine,"Digital Photo is the number one how-to magazine for enthusiast and advanced photographers. Written by photographers, for photographers, Digital Photo shows you how to choose the best camera, take better pictures, and get the most out of software.",,https://m.media-amazon.com/images/I/51LX2iIU8iL._AC_.jpg,MAIN,a magazine cover with a young girl in the background
B000PY51V4,Conde Nast Portfolio    Print Magazine,"Amazon.com Review Who Reads Condé Nast Portfolio ? Condé Nast Portfolio is a publication that sees business differently. We see it as powerful, gutsy, counterintuitive, and passionate. We see fascinating stories of ambition, invention, ego, drama, and conflict. We see how business echoes throughout society, in culture and in politics. We see an engaged audience of executives very much on the same page. Condé Nast Portfolio s readers are men and women with varied interests from all industriesopinionated, smart, top-level execs and entrepreneurs. Whether youre an analyst, an investor, an executive, an entrepreneur, or just someone who enjoys a riveting read, youre invited to discover Condé Nast Portfolio . Its pioneering journalism explores the business side of every story, from technology and politics to sports and the arts. What You Can Expect in Each Issue: Brief: National Magazine Award-winning section containing short analyses of current issues and events, accompanied by engagin",,https://m.media-amazon.com/images/I/51OW8Z1btGL._AC_.jpg,MAIN,a magazine cover with a man in a suit
B002JX67GM,Wine Enthusiast,,,https://m.media-amazon.com/images/I/61b0zpk5SdL._AC_.jpg,MAIN,a magazine cover with wine and glasses on it
B000EOTRP6,Equine Wellness,,,https://m.media-amazon.com/images/I/51tgM6fJfLL._AC_.jpg,MAIN,"equins magazine, issue 1"
B00007B1HU,Shooting Times,,,https://m.media-amazon.com/images/I/61IPtdmRRKL._AC_.jpg,MAIN,a magazine cover with a gun on it
B000W3MB5M,All You    Print Magazine,"Product Description All You -- Enjoy Life for Less! Each issue offers coupons, money saving tips, affordable menus, fashion for all figures and budgets, and advice from real women like you. Amazon.com Review Who Reads All You ? All You is created for the value-driven American woman. All You readers seek practical, reliable, affordable solutions for how to do more, buy more and accomplish more with less. They want “achievable inspiration,” not “unattainable fantasy,” reasonably priced products from stores where they actually shop, and real-life advice that fits their busy lifestyle. All You covers a range of topics from interpersonal relationships to home repair; recipes that can be made in 10 minutes to decorating ideas for under $100; health information delivered in language she can understand, to clothes for every body type, all presented in a lively, contemporary format. What You Can Expect in Each Issue: Coupons: Every issue of All You contains valuable coupons for fashion, food, m",,https://m.media-amazon.com/images/I/61sSy2-9yDL._AC_.jpg,MAIN,the cover of all you can eat magazine
B00005NIPF,Where to Retire    Print Magazine,This magazine is edited to help retirees find the ideal setting for their new life.,,https://m.media-amazon.com/images/I/61Y4lboBu3L._AC_.jpg,MAIN,the cover of where life magazine with a man and woman standing next to each other magazine covers
B002PXVZ18,Biblical Archaeology Review,,,https://m.media-amazon.com/images/I/61f-Bwzi77L._AC_.jpg,MAIN,the cover of the archaeology review magazine
B000071GZ8,Non-No - Woman    Print Magazine,"Japanese magazine covering trendsetting fashions and styles. It includes the latest designs in shirts, skirts, pants, dresses, shoes, and more.",,https://m.media-amazon.com/images/I/61-0tl+SMdL._AC_.jpg,MAIN,a woman in a bikini on the cover of a magazine
B00009YETQ,Experience Life,,,https://m.media-amazon.com/images/I/517YrSAiTDL._AC_.jpg,MAIN,the cover of a magazine with a man smiling
B003DQK3PA,Yoga Journal (2-year)-Discontinued ASIN    Print Magazine,"Yoga Journal has been a valuable resource for information about physical and spiritual well-being through the practice of yoga. Yoga Journal is your guide to better health, nutrition, personal growth, fitness and inner peace. You ll learn revitalizing yoga techniques taught by the masters.",,https://m.media-amazon.com/images/I/61Ltn9hfeEL._AC_.jpg,MAIN,a woman doing yoga on the beach
B000T8XYPG,Blender,,,https://m.media-amazon.com/images/I/51UklQgSxQL._AC_.jpg,MAIN,a woman is on the cover of a magazine
B00EXW7M1Q,Harpers Bazaar - England,,,https://m.media-amazon.com/images/I/615QcBnAiNL._AC_.jpg,MAIN,a woman in a black dress on the cover of bazaar magazine
B00006KZEF,Texas Fish and Game,,,https://m.media-amazon.com/images/I/51uHJ88OUxL._AC_.jpg,MAIN,a man is holding a fish on the cover of a magazine
B007C98OAK,Burda Plus - German ed,,,https://m.media-amazon.com/images/I/516fc0Sl5PL._AC_.jpg,MAIN,a woman in a leopard print dress on the cover of a magazine
B000071H1J,Novum : World of Graphic Design    Print Magazine,"Novum is a German magazine covering the world of graphic design. It reports on industry news, technology, trends, book reviews, job opportunities, and more.",,https://m.media-amazon.com/images/I/51ZAA1E7XDL._AC_.jpg,MAIN,"the cover of the issue of novan magazine, featuring a woman and a man"
B0009GIZ16,Herbs for Health,,,https://m.media-amazon.com/images/I/51PBQp04hjL._AC_.jpg,MAIN,a magazine cover with berries and berries on it
B01AAQYX3I,Vanity Fair All Access    Print Magazine,"Product Description Vanity Fair reports on—and from—the intersection of power and personality, dissecting the culture high and low with signature sophistication, wit, and insight. Ambitious journalism, unforgettable essays, and iconic photography define each issue and animate our digital platforms. Subscribe today and stay in the know with Vanity Fair — the cultural conversation starter. Amazon.com Review ""Our mission at Vanity Fair is to capture the zeitgeist and meet our readers at all intersections of power and influence, from Wall Street to Washington, Silicon Valley to Hollywood, and beyond. In an age where these worlds have become so closely intertwined, we believe that journalism that breaks through the noise and makes a difference is more critical than ever. We pursue this work by telling great stories, creating indelible images, and leading the culture forward."" — RADHIKA JONES, EDITOR IN CHIEF  Muscular long-form journalism, stunning photography, insightful essays, and superb",,https://m.media-amazon.com/images/I/517Zs4ISqPL._AC_.jpg,MAIN,a tablet with a magazine cover on it
B01FIR6R6U,Chevy High Performance    Print Magazine,"Covers Chevy muscle cars and trucks. Every issue is packed with in-depth modification how-to's, restoration tips, and customization ideas.",,https://m.media-amazon.com/images/I/51qTcMglYdL._AC_.jpg,MAIN,a magazine cover with a car on the cover
B00006KFXG,Granta,,,https://m.media-amazon.com/images/I/51TJNTHVFWL._AC_.jpg,MAIN,"the cover of the magazine ' s latest issue, the overeating world"
B0040HQ5LM,New York Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/51uXa6515UL._AC_.jpg,MAIN,a man with a beard on the cover of a magazine
B002Q74T3O,Quality Popular Crossword Puzzles Jumbo,,,https://m.media-amazon.com/images/I/51NIa+o0UML._AC_.jpg,MAIN,"crossword puzzles for kids, volume 2"
B002KUNVFY,Los Angeles Magazine    Print Magazine,,,https://m.media-amazon.com/images/I/51rXUIXY8XL._AC_.jpg,MAIN,"the cover of esq magazine, featuring disney characters"
B000BT4GBE,Bmw Car    Print Magazine,BMW Car magazine is the world's finest BMW magazine and essential reading for all fans of this great marque.,,https://m.media-amazon.com/images/I/51LDA5JKp8L._AC_.jpg,MAIN,a magazine with a white car on the cover
B007Q1M38I,Entertainment Weekly    Print Magazine,"EW is your all-access pass to Hollywood's most creative minds and fascinating stars. They're the first to know about the best (and worst) in entertainment, and with their sharp insight and trusted voice, they keep you plugged into pop culture. It's where buzz begins.",,https://m.media-amazon.com/images/I/61ynyKNRCvL._AC_.jpg,MAIN,star wars the rise of skywalkers movie poster
B002PXVZ7W,National Observer Book of Crosswords,,,https://m.media-amazon.com/images/I/61VneIBUGRL._AC_.jpg,MAIN,"the national gazette crosswords, volume 1"
B002PXVZU4,Quick & Easy Crochet    Print Magazine,"America's #1 Crochet Magazine. Filled with easy-to-follow instructions for crocheted fashions, pillows, potholders, afghans, coverlets, bridal gowns dollies and more. It's no wonder America's crochet artists turn to Quick & Easy Crochet. Refresh your enthusiasm for this wonderful craft and learn new techniques to add to your repertoire.",,https://m.media-amazon.com/images/I/61mU6GUJvgL._AC_.jpg,MAIN,the cover of crochet magazine with a woman sitting on a couch
B01HI8V19U,Farm & Ranch Living    Print Magazine,"Shares the pleasures of life on the farm with reader-written features and 100+ full-color photos. Enjoy first-hand accounts with month-long diaries, vintage snapshots and old farming tales!",,https://m.media-amazon.com/images/I/61HiQT+wPdL._AC_.jpg,MAIN,a red barn with a wreath on the door
B004RD4GU6,Style at Home    Print Magazine,"Offers information on Canadian interiors, home and style design trends, decor projects, and shopping advice for markets across the county.",,https://m.media-amazon.com/images/I/51K9x2LSaAL._AC_.jpg,MAIN,a living room with a christmas tree and fireplace
B000278N6E,The Horse Backstreet Choppers    Print Magazine,"Written for """"the guy who slaves away ten hours a day, then works until midnight in his garage, welding, cutting, and creating the bike of his dreams,"""" The Horse, Backstreet Choppers focuses exclusively on home-built chops, bobbers, and creative customs.",,https://m.media-amazon.com/images/I/61+9jOfucRL._AC_.jpg,MAIN,"the house magazine issue 1, issue 2"
B01HI8V0YQ,Country    Print Magazine,"Celebrate the people, places and stories that make country life so special. Discover America through first-hand reader visits with country folks, full-color photos, reviews of country inns, country-fresh recipes and time-saving tips and shortcuts.",,https://m.media-amazon.com/images/I/616kW-25XJL._AC_.jpg,MAIN,the cover of country magazine with a snowy scene in the background
B00006K2K7,Aircraft Maintenance Technology    Print Magazine,"Serves the maintenance side of the aviation industry. Included are management strategies, legal concerns, new product and equipment information.",,https://m.media-amazon.com/images/I/51N2XDPMN5L._AC_.jpg,MAIN,the cover of an aircraft maintenance manual
B002CT5192,TransWorld Snowboarding,,,https://m.media-amazon.com/images/I/61sGS-vEtmL._AC_.jpg,MAIN,"the cover of snowboarding magazine, featuring a black and white image of a man standing in the snow"
B00006KL8X,Kitchen & Bath Design News,,,https://m.media-amazon.com/images/I/512R4GAJKTL._AC_.jpg,MAIN,the cover of kitchen design news magazine
B00JYEK0Q2,"Time Magazine-May 12, 2014-BEYONCE COVER-100 MOST INFLUENTIAL PEOPLE OF 2014-COVER 1 OF 5 DIFFERENT COVERS-DOUBLE ISSUE",,,https://m.media-amazon.com/images/I/41X6f7ifvPL._AC_.jpg,MAIN,a magazine with a picture of a woman on the cover
B000H4W7X2,Fly Fisherman,,,https://m.media-amazon.com/images/I/61MomXJQ8nL._AC_.jpg,MAIN,fly fisherman magazine cover with a woman holding a brown trout
B00006KIP8,Interior Design,,,https://m.media-amazon.com/images/I/41oW1jnGadL._AC_.jpg,MAIN,the cover of a magazine with a hot tub in the middle
B000HWY1NS,New Jersey Monthly,,,https://m.media-amazon.com/images/I/61TcGQsM0TL._AC_.jpg,MAIN,the cover of newsweek ' s november issue
B073LYT51V,Vanity Fair    Print Magazine,"Product Description Vanity Fair reports on—and from—the intersection of power and personality, dissecting the culture high and low with signature sophistication, wit, and insight. Ambitious journalism, unforgettable essays, and iconic photography define each issue and animate our digital platforms. Subscribe today and stay in the know with Vanity Fair — the cultural conversation starter. Amazon.com Review ""Our mission at Vanity Fair is to capture the zeitgeist and meet our readers at all intersections of power and influence, from Wall Street to Washington, Silicon Valley to Hollywood, and beyond. In an age where these worlds have become so closely intertwined, we believe that journalism that breaks through the noise and makes a difference is more critical than ever. We pursue this work by telling great stories, creating indelible images, and leading the culture forward."" — RADHIKA JONES, EDITOR IN CHIEF  Muscular long-form journalism, stunning photography, insightful essays, and superb",,https://m.media-amazon.com/images/I/613xsKKzqDL._AC_.jpg,MAIN,a man sitting on top of a magazine cover
B00006KJBR,Iowan    Print Magazine,"The Iowan is Iowa's premier bimonthly, general-interest magazine that focuses on interesting people, places, and activities throughout our state. Articles emphasize art, architecture, history, culture, travel, nature, and sports, as well as contributions made by Iowans from all walks of life.",,https://m.media-amazon.com/images/I/51nAvWEnZJL._AC_.jpg,MAIN,a magazine cover with two men in the woods
B001XALSPC,American Record Guide    Print Magazine,Covers classical recordings and makes comparisons with other recordings to help in making competent buying decisions.,,https://m.media-amazon.com/images/I/01RmK+J4pJL._AC_.gif,MAIN,all you need is love & happiness and a little bit of pi
B00006KH5D,Home Shop Machinist,,,https://m.media-amazon.com/images/I/51y40eozwyL._AC_.jpg,MAIN,"the home shop machist magazine, issue 1"
B01FV4YCNA,Hot Rod    Print Magazine,"Product Description HOT ROD magazine has been the world’s authority on American automotive performance since its first issue in January 1948. Amazon.com Review For nearly 75 years, HOT ROD has featured some of the world’s best cars and best builders. It has covered top motorsports events and followed emerging trends in domestic performance. Each issue offers a blend of high-end builds and grassroots, DYI technical articles. We cover a span of cars ranging from the 1920s to the latest performance vehicles from Chevrolet, Ford, and Chrysler. HOT ROD truly is everybody’s automotive magazine.",,https://m.media-amazon.com/images/I/61zElhJCOwL._AC_.jpg,MAIN,"the cover of hot rod magazine, featuring an image of a racing car"
B00HEV4CKC,Self All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51+AqnvCoqL._AC_.jpg,MAIN,the cover of self magazine with a woman in a blue dress
B0008DQ3FA,British Columbia Magazine    Print Magazine,"Offers a contemporary perspective on the pleasures of this incredible province with an emphasis on the boundless opportunities for adventure. Every issue is full of spectacular photography, special places, wilderness areas, wildlife and natural outdoor attactions.",,https://m.media-amazon.com/images/I/51ng06EKd6L._AC_.jpg,MAIN,the cover of british columbia magazine featuring an eagle
B000071F9S,Concho River Review    Print Magazine,"Features fiction, nonfiction, poetry, essays and reviews about Texas or by Texas writers.",,https://m.media-amazon.com/images/I/51Y853B4MPL._AC_.jpg,MAIN,"the cover of the book, cono river review"
B00O9K26HC,HGTV Magazine All Access    Print Magazine,,,https://m.media-amazon.com/images/I/51+aW9KJIDL._AC_.jpg,MAIN,a tablet with the cover of the fall issue
B00006KSTL,Pilot Getaways    Print Magazine,"Magazine for private pilots covering U.S. travel destinations. Articles discuss essential information for safe and enjoyable flights. Provides pictures, flying tips, and articles on places such as St. Augustine, Mesa Verde, and the Biltmore Estate. Also, discusses weekend and romantic getaways.",,https://m.media-amazon.com/images/I/61Pyb8afGvL._AC_.jpg,MAIN,a magazine cover with an airplane flying over the mountains
B000NJM34O,Woodcraft Magazine,,,https://m.media-amazon.com/images/I/61rSdlug2ZL._AC_.jpg,MAIN,a man is making a wooden cabinet
B074WVYQ5H,Bicycling,,,https://m.media-amazon.com/images/I/51JUrXpc8NL._AC_.jpg,MAIN,a magazine cover with a poster of a man on a bike
B01M1OBFVN,Golf Digest    Print Magazine,,,https://m.media-amazon.com/images/I/515SmcPpcxL._AC_.jpg,MAIN,a man holding a golf club on the cover of a magazine
B00005N7O3,Bowhunting World    Print Magazine,The Archery Equipment Authority Dedicated To Providing The Most Reliable And Up To Date Information Available On The Latest Equipment For Archery & Bowhunting Enthusiasts.,,https://m.media-amazon.com/images/I/61Twf3lA1HL._AC_.jpg,MAIN,the cover of bow hunting world magazine
B000MTOUPU,Popular Science    Print Magazine,,,https://m.media-amazon.com/images/I/61kypAu67eL._AC_.jpg,MAIN,the cover of a book with a crane on top of it
B00009R5PH,Bust,,,https://m.media-amazon.com/images/I/516vuNBK5ML._AC_.jpg,MAIN,a magazine cover with a woman in a pink dress
B00005N7WM,Crappie World    Print Magazine,"How-to, seasonal editorial and tournaments for the avid crappie fisherman.",,https://m.media-amazon.com/images/I/61q6NTp0c3L._AC_.jpg,MAIN,a man holding a fish while standing in the grass
B00005Y2B2,Chile Pepper    Print Magazine,"Chile Pepper, a bimonthly magazine dedicated to the spicy side of life. Each issue sizzles with the best of zesty cuisine, including chef and celebrity profiles, tips and techniques. With more than 40 recipes from hot sauce to haute cuisine from Baton Rouge to Bali if its full of flavor we have it.",,https://m.media-amazon.com/images/I/51wlEOHhmnL._AC_.jpg,MAIN,the chef ' s holiday seasoning cookbook
B00005N7UK,Model Airplane News    Print Magazine,,,https://m.media-amazon.com/images/I/512XnyG66IL._AC_.jpg,MAIN,the cover of a magazine with an airplane flying in the sky
B002PXVZAO,Woodworker's Journal,,,https://m.media-amazon.com/images/I/61a423v7YvL._AC_.jpg,MAIN,a wooden table with a pot on top of it
B00XM0ZLWW,Tattoo    Print Magazine,"Tattoo is dedicated to skin art and body modification enthusiasts. Tattoo offers a wide-ranging look at tattooing styles, artists, collectors, events, and news that reflects the rich diversity of skin art covering every aspect of tattoo art and styles in all their derma-graphic splendor.",,https://m.media-amazon.com/images/I/51AxfYfZx9L._AC_.jpg,MAIN,a woman with pink hair is posing on a fence
B00005NIR1,Stuff,,,https://m.media-amazon.com/images/I/51GZwBIyhCL._AC_.jpg,MAIN,a magazine cover with a woman sitting on a stool
B00005NIP2,The New York Observer    Print Magazine,"Product Description THE NEW YORK OBSERVER is edited for smart, savvy New Yorkers everywhere. It covers media, finance, politics, society and the cultural arts, and offers a unique, irreverent perspective on city life via columns, criticism, profiles and features. Amazon.com Review With its cheekily grandiose old-style newspaper layout, giant Drew Friedman caricatures, hilarious wedding-cake-tiered headlines, and, of course, its salmon-pink pages, the New York Observer --""New York's Weekly Newspaper""--wears its smirky knowingness on its sleeve. The table of contents carries the bylines of some of the grand old men of New York cultural commentary--Andrew Sarris, Rex Reed, Hilton Kramer--but the Observer 's real spirit is in the dishy, you-are-listening-in-on-the-cell-phone coverage of the city's (or at least the borough of Manhattan's) most naked obsessions: real estate, publishing, Wall Street, local politics, and social and financial excess. There you'll find the dogged publicists, the",,https://m.media-amazon.com/images/I/512M2o9xUYL._AC_.jpg,MAIN,the new yorker magazine cover of a group of people
B00007B1PT,Stereophile,,,https://m.media-amazon.com/images/I/61uLAfVCxCL._AC_.jpg,MAIN,the cover of the issue of stereophile magazine
B07Q9HLLQC,National Geographic Traveler    Print Magazine,"NATIONAL GEOGRAPHIC TRAVELER is a resource for active, curious travelers. It uses storytelling and you-are-there photography. Features focus on domestic and foreign destinations, personal travel reflections, food and restaurants, great places to stay, photography, trends, adventure, ecotourism, road trips, cultural events, and travelers and TravelWise--which appears with every major feature--furnishes a lively and complete mini guidebook to help consumers plan their trips.",,https://m.media-amazon.com/images/I/51IpUVEc1LL._AC_.jpg,MAIN,national geographics traveler magazine - may 2019
B00D8GWHXG,Vanity Fair All Access    Print Magazine,,,https://m.media-amazon.com/images/I/512xbQd0A4L._AC_.jpg,MAIN,a tablet and magazine on a white background
B00006KXRL,Southwest Art,,,https://m.media-amazon.com/images/I/61lWD+91+xL._AC_.jpg,MAIN,southwest art cover - 3 / 1 / 2018
B005UGNKAG,USA TODAY Sports Weekly,,,https://m.media-amazon.com/images/I/51R9I89R-UL._AC_.jpg,MAIN,a magazine cover with a football player holding a ball
B002PXVYQY,Southern Living    Print Magazine,,,https://m.media-amazon.com/images/I/61ohmJ5qYJL._AC_.jpg,MAIN,a magazine cover with a dog sitting on the floor
B089M2DNPJ,Highlights Hello,,,https://m.media-amazon.com/images/I/51l9uxnTB2L._AC_.jpg,MAIN,a little girl is standing in front of a white background
B0001KCHIC,Living With Christ - US Edition,,,https://m.media-amazon.com/images/I/51nnEXc3CHL._AC_.jpg,MAIN,the cover of living with christ magazine
B00005N7UF,House & Garden,,,https://m.media-amazon.com/images/I/51t63KN-oWL._AC_.jpg,MAIN,a woman sitting on a couch in front of a house and garden magazine
B002PXVYMS,Philadelphia,,,https://m.media-amazon.com/images/I/51uip9YZsWL._AC_.jpg,MAIN,a magazine with a woman on the cover
B00007M3G6,Nouveau Detective    Print Magazine,,,https://m.media-amazon.com/images/I/517u-H3WORL._AC_.jpg,MAIN,the cover of a magazine with a young girl
B0147MQXCK,Real Simple [Prime Member Exclusive]    Print Magazine,"Real Simple is for smart, busy women who welcome creative solutions to their everyday challenges. They trust Real Simple for help entertaining, organizing, shopping, working, connecting with friends, or making time for themselves.",,https://m.media-amazon.com/images/I/51M9-4++NHL._AC_.jpg,MAIN,real simple make your holiday table classic dishes with twist and a cozy touch
B01AAQYX9M,Allure Print Access    Print Magazine,"Product Description Allure is the beauty expert, an insider’s guide to a woman's total image. Allure's mission is to investigate and celebrate beauty and fashion with objectivity and candor and to examine appearance in a larger cultural context. Through its journalistic approach and high aesthetic standards, Allure delivers content with credentials, which yields unwavering consumer trust. Amazon.com Review Allure is the gold standard in beauty. With three decades of expertise, Allure continues to influence, elevate, and redefine the beauty industry. With a truthful journalistic approach that is underscored by the Best of Beauty awards, Allure spotlights every aspect of the beauty industry. From the latest trends to the best new products, Allure provides beauty lovers and newcomers alike with the tips and tools to take their routines to the next level. Allure is redefining the very definition of beauty, continuing to lead cultural conversations that challenge norms and illustrate what r",,https://m.media-amazon.com/images/I/61sYU2Pf9SL._AC_.jpg,MAIN,a magazine cover with a woman on the cover
B00006KW35,San Francisco,,,https://m.media-amazon.com/images/I/51ZMKE23jZL._AC_.jpg,MAIN,a man in a suit and tie on the cover of a magazine
B002KUNVEK,Indianapolis Monthly,,,https://m.media-amazon.com/images/I/51QFOr9HeTS._AC_.jpg,MAIN,a woman sitting on the steps in front of a house
B000060MIB,Globe,,,https://m.media-amazon.com/images/I/61iEPeWEeRL._AC_.jpg,MAIN,"the cover of globe magazine, with a photo of president donald"
